# File Name: Hebrew_Lexicon_Tyndale.txt
# File Size: 4349020     
# File Date: 06/01/2026 18:30:14
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Hebrew Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Abridged BDB by https://onlinebible.net, edited by Tyndale House Cambridge
# Source Definitions Copyright: Larry Pierce, larrypierce@alumni.uwaterloo.ca
# Source Definitions Copyright: Explicit usage permission required to use definition in your application
# Source Definitions Copyright: Larry Pierce granted permission for Nainoia Inc applications on 3/11/2019
#
# COLUMNS
#	STRONGS	Extended Strong Numbers
#	WORD	Hebrew form	based on BDB, then normalised
#	TRANS	Transliteration
#	GLOSS	A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH	Part of speech / grammer
#	DEF		Definitions are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs.
#
#
STRONGS	STRONGU	WORD	TRANS	GLOSS	MORPH	DEF
32H		אֲבִיחַ֫יִל	a.vi.ha.yil	Abihail	N:N-M-P	A womanof the tribe of Judah living at the time of Divided Monarchy, only mentioned at 1Ch.2.29; married to Abishur (<a href='/Strongs/strongs-h51' onclick='return ABMM("/Strongs","/strongs-h51");'>h51</a>); mother of: Ahban (<a href='/Strongs/strongs-h257' onclick='return ABMM("/Strongs","/strongs-h257");'>h257</a>), Molid (<a href='/Strongs/strongs-h4140' onclick='return ABMM("/Strongs","/strongs-h4140");'>h4140</a>) § Abihail = "my father is might" 1) a Levite in Moses's time 2) a Gadite 3) father of Esther 4) wife of Abishur 5) wife of Rehoboam
32I		אֲבִיחַ֫יִל	a.vi.ha.yil	Abihail	N:N-M-P	A man of the tribe of Gad living at the time of Divided Monarchy, only mentioned at 1Ch.5.14; son of: Huri (<a href='/Strongs/strongs-h2359' onclick='return ABMM("/Strongs","/strongs-h2359");'>h2359</a>); father of: Michael (<a href='/Strongs/strongs-h4317H' onclick='return ABMM("/Strongs","/strongs-h4317H");'>h4317H</a>), Meshullam (<a href='/Strongs/strongs-h4918I' onclick='return ABMM("/Strongs","/strongs-h4918I");'>h4918I</a>), Sheba (<a href='/Strongs/strongs-h7652' onclick='return ABMM("/Strongs","/strongs-h7652");'>h7652</a>), Jorai (<a href='/Strongs/strongs-h3140' onclick='return ABMM("/Strongs","/strongs-h3140");'>h3140</a>), Jacan (<a href='/Strongs/strongs-h3275' onclick='return ABMM("/Strongs","/strongs-h3275");'>h3275</a>), Zia (<a href='/Strongs/strongs-h2127' onclick='return ABMM("/Strongs","/strongs-h2127");'>h2127</a>), Eber (<a href='/Strongs/strongs-h5677H' onclick='return ABMM("/Strongs","/strongs-h5677H");'>h5677H</a>) § Abihail = "my father is might" 1) a Levite in Moses's time 2) a Gadite 3) father of Esther 4) wife of Abishur 5) wife of Rehoboam
32J		אֲבִיחַ֫יִל	a.vi.ha.yil	Abihail	N:N-M-P	A woman of the tribe of Judah living at the time of Divided Monarchy, only mentioned at 2Ch.11.18; daughter of: Eliab (<a href='/Strongs/strongs-h446I' onclick='return ABMM("/Strongs","/strongs-h446I");'>h446I</a>); married to Jerimoth (<a href='/Strongs/strongs-h3406N' onclick='return ABMM("/Strongs","/strongs-h3406N");'>h3406N</a>); mother of: Mahalath (<a href='/Strongs/strongs-h4258H' onclick='return ABMM("/Strongs","/strongs-h4258H");'>h4258H</a>) § Abihail = "my father is might" 1) a Levite in Moses's time 2) a Gadite 3) father of Esther 4) wife of Abishur 5) wife of Rehoboam
32K		אֲבִיחַ֫יִל	a.vi.ha.yil	Abihail	N:N-M-P	A man living at the time of Exile and Return, first mentioned at Est.2.15; father of: Esther (<a href='/Strongs/strongs-h635' onclick='return ABMM("/Strongs","/strongs-h635");'>h635</a>) § Abihail = "my father is might" 1) a Levite in Moses's time 2) a Gadite 3) father of Esther 4) wife of Abishur 5) wife of Rehoboam
33	a group of <a href='/Strongs/strongs-h44I' onclick='return ABMM("/Strongs","/strongs-h44I");'>h44I</a>	אֲבִי הָעֶזְרִי	a.vi ha.ez.ri	Abiezrite	N:N--PG	Someone descended from Abiezer, a man of the tribe of Manasseh living at the time of Egypt and Wilderness, first mentioned at Num.26.30; son of: Gilead (<a href='/Strongs/strongs-h1568H' onclick='return ABMM("/Strongs","/strongs-h1568H");'>h1568H</a>); brother of: Helek (<a href='/Strongs/strongs-h2507' onclick='return ABMM("/Strongs","/strongs-h2507");'>h2507</a>), Asriel (<a href='/Strongs/strongs-h844' onclick='return ABMM("/Strongs","/strongs-h844");'>h844</a>), Shechem (<a href='/Strongs/strongs-h7928' onclick='return ABMM("/Strongs","/strongs-h7928");'>h7928</a>), Shemida (<a href='/Strongs/strongs-h8061' onclick='return ABMM("/Strongs","/strongs-h8061");'>h8061</a>) and Hepher (<a href='/Strongs/strongs-h2660A' onclick='return ABMM("/Strongs","/strongs-h2660A");'>h2660A</a>); also called Iezer (KJV: Jeezer) at Num.26.30; Group of <i>a.vi.e.zer</i> (אֲבִיעֶ֫זֶר "Abiezer" <a href='/Strongs/strongs-h44I' onclick='return ABMM("/Strongs","/strongs-h44I");'>h44I</a>) § Abiezrite = "my father is help" one of the family of Abiezer, a descendant of Joseph's son, Manasseh
34		אֶבְיוֹן	ev.yon	needy	H:A-M	1) in want, needy, chiefly poor, needy person 2) subject to oppression and abuse 3) needing help, deliverance from trouble, especially as delivered by God 4) general reference to lowest class
35		אֲבִיּוֹנָה	a.viy.yo.nah	desire	H:N-F	caper-berry-of stimulating desire
36		אֲבִיטוּב	a.vi.tuv	Abitub	N:N-M-P	A man of the tribe of Benjamin living at the time of Divided Monarchy, only mentioned at 1Ch.8.11; son of: Shaharaim (<a href='/Strongs/strongs-h7842' onclick='return ABMM("/Strongs","/strongs-h7842");'>h7842</a>) and Hushim (<a href='/Strongs/strongs-h2366A' onclick='return ABMM("/Strongs","/strongs-h2366A");'>h2366A</a>); brother of: Jobab (<a href='/Strongs/strongs-h3103J' onclick='return ABMM("/Strongs","/strongs-h3103J");'>h3103J</a>), Zibia (<a href='/Strongs/strongs-h6644' onclick='return ABMM("/Strongs","/strongs-h6644");'>h6644</a>), Mesha (<a href='/Strongs/strongs-h4331' onclick='return ABMM("/Strongs","/strongs-h4331");'>h4331</a>), Malcam (<a href='/Strongs/strongs-h4445A' onclick='return ABMM("/Strongs","/strongs-h4445A");'>h4445A</a>), Jeuz (<a href='/Strongs/strongs-h3263' onclick='return ABMM("/Strongs","/strongs-h3263");'>h3263</a>), Sachia (<a href='/Strongs/strongs-h7634' onclick='return ABMM("/Strongs","/strongs-h7634");'>h7634</a>), Mirmah (<a href='/Strongs/strongs-h4821' onclick='return ABMM("/Strongs","/strongs-h4821");'>h4821</a>) and Elpaal (<a href='/Strongs/strongs-h508' onclick='return ABMM("/Strongs","/strongs-h508");'>h508</a>) § Abitub = "my father is good(ness)" son of Shaharaim, a Benjamite
37		אֲבִיטָ֑ל	a.vi.tal	Abital	N:N-F-P	A woman living at the time of United Monarchy, first mentioned at 2Sa.3.4; married to David (<a href='/Strongs/strongs-h1732' onclick='return ABMM("/Strongs","/strongs-h1732");'>h1732</a>); mother of: Shephatiah (<a href='/Strongs/strongs-h8203' onclick='return ABMM("/Strongs","/strongs-h8203");'>h8203</a>) § Abital = "my father is (the) dew" a wife of David
38	a Name of <a href='/Strongs/strongs-h29I' onclick='return ABMM("/Strongs","/strongs-h29I");'>h29I</a>	אֲבִיָּם	a.viy.yam	Abijam	N:N-M-P	A king of the tribe of Judah living at the time of Divided Monarchy, first mentioned at 1Ki.14.31; son of: Rehoboam (<a href='/Strongs/strongs-h7346' onclick='return ABMM("/Strongs","/strongs-h7346");'>h7346</a>) and Maacah (<a href='/Strongs/strongs-h4601K' onclick='return ABMM("/Strongs","/strongs-h4601K");'>h4601K</a>); brother of: Attai (<a href='/Strongs/strongs-h6262I' onclick='return ABMM("/Strongs","/strongs-h6262I");'>h6262I</a>), Ziza (<a href='/Strongs/strongs-h2124H' onclick='return ABMM("/Strongs","/strongs-h2124H");'>h2124H</a>) and Shelomith (<a href='/Strongs/strongs-h8019' onclick='return ABMM("/Strongs","/strongs-h8019");'>h8019</a>); father of: Asa (<a href='/Strongs/strongs-h609' onclick='return ABMM("/Strongs","/strongs-h609");'>h609</a>); half-brother of: Jeush (<a href='/Strongs/strongs-h3266K' onclick='return ABMM("/Strongs","/strongs-h3266K");'>h3266K</a>), Shemariah (<a href='/Strongs/strongs-h8114H' onclick='return ABMM("/Strongs","/strongs-h8114H");'>h8114H</a>) and Zaham (<a href='/Strongs/strongs-h2093' onclick='return ABMM("/Strongs","/strongs-h2093");'>h2093</a>); also called Abijam (KJV: Abia) at 1Ki.14.31; 15.1,7,8; Another name of <i>a.viy.yah</i> (אֲבִיָּ֫הוּ, אֲבִיָּה "Abijah" <a href='/Strongs/strongs-h29I' onclick='return ABMM("/Strongs","/strongs-h29I");'>h29I</a>) § Abijam = "my father is the sea" or "Yah(u) is (my) father" king of Judah, son and successor of Rehoboam
39		אֲבִימָאֵל	a.vi.ma.el	Abimael	N:N-M-P	A man living at the time of the Patriarchs, first mentioned at Gen.10.28; son of: Joktan (<a href='/Strongs/strongs-h3355' onclick='return ABMM("/Strongs","/strongs-h3355");'>h3355</a>); brother of: Almodad (<a href='/Strongs/strongs-h486' onclick='return ABMM("/Strongs","/strongs-h486");'>h486</a>), Sheleph (<a href='/Strongs/strongs-h8026' onclick='return ABMM("/Strongs","/strongs-h8026");'>h8026</a>), Hazarmaveth (<a href='/Strongs/strongs-h2700' onclick='return ABMM("/Strongs","/strongs-h2700");'>h2700</a>), Jerah (<a href='/Strongs/strongs-h3392' onclick='return ABMM("/Strongs","/strongs-h3392");'>h3392</a>), Hadoram (<a href='/Strongs/strongs-h1913A' onclick='return ABMM("/Strongs","/strongs-h1913A");'>h1913A</a>), Uzal (<a href='/Strongs/strongs-h187' onclick='return ABMM("/Strongs","/strongs-h187");'>h187</a>), Diklah (<a href='/Strongs/strongs-h1853' onclick='return ABMM("/Strongs","/strongs-h1853");'>h1853</a>), Obal (<a href='/Strongs/strongs-h5745' onclick='return ABMM("/Strongs","/strongs-h5745");'>h5745</a>), Sheba (<a href='/Strongs/strongs-h7614H' onclick='return ABMM("/Strongs","/strongs-h7614H");'>h7614H</a>), Ophir (<a href='/Strongs/strongs-h211' onclick='return ABMM("/Strongs","/strongs-h211");'>h211</a>), Havilah (<a href='/Strongs/strongs-h2341I' onclick='return ABMM("/Strongs","/strongs-h2341I");'>h2341I</a>) and Jobab (<a href='/Strongs/strongs-h3103' onclick='return ABMM("/Strongs","/strongs-h3103");'>h3103</a>) § Abimael = "my father is El (God)" son of Joktan, descendant of Shem
40G		אֲבִימֶ֫לֶךְ	a.vi.me.lekh	Abimelech	N:N-M-P	A man living at the time of the Patriarchs, first mentioned at Gen.20.2 § Abimelech = "Melek is father" or "my father is king" 1) king of Gerar in Abraham's time 2) king of Gath in David's time; maybe title of Philistine kings 3) son of Gideon by a concubine 4) priest, son of Abiathar
40H		אֲבִימֶ֫לֶךְ	a.vi.me.lekh	Abimelech	N:N-M-P	A man living before Israel's Monarchy, first mentioned at Jdg.8.31; son of: Gideon (<a href='/Strongs/strongs-h1439' onclick='return ABMM("/Strongs","/strongs-h1439");'>h1439</a>); brother of: Jether (<a href='/Strongs/strongs-h3500' onclick='return ABMM("/Strongs","/strongs-h3500");'>h3500</a>) and Jotham (<a href='/Strongs/strongs-h3147' onclick='return ABMM("/Strongs","/strongs-h3147");'>h3147</a>) § Abimelech = "Melek is father" or "my father is king" 1) king of Gerar in Abraham's time 2) king of Gath in David's time; maybe title of Philistine kings 3) son of Gideon by a concubine 4) priest, son of Abiathar
40I	a Name of <a href='/Strongs/strongs-h397' onclick='return ABMM("/Strongs","/strongs-h397");'>h397</a>	אֲבִימֶ֫לֶךְ	a.vi.me.lekh	Abimelech	N:N-M-P	A man living at the time of United Monarchy, first mentioned at 1Sa.21.10; son of: Maoch (<a href='/Strongs/strongs-h4582' onclick='return ABMM("/Strongs","/strongs-h4582");'>h4582</a>); also called Abimelech (NIV: Abimelek) at Psa.34.1; Another name of <i>a.khish</i> (אָכִישׁ "Achish" <a href='/Strongs/strongs-h397' onclick='return ABMM("/Strongs","/strongs-h397");'>h397</a>) § Abimelech = "Melek is father" or "my father is king" 1) king of Gerar in Abraham's time 2) king of Gath in David's time; maybe title of Philistine kings 3) son of Gideon by a concubine 4) priest, son of Abiathar
40J	a Spelling of <a href='/Strongs/strongs-h288I' onclick='return ABMM("/Strongs","/strongs-h288I");'>h288I</a>	אֲבִימֶ֫לֶךְ	a.vi.me.lekh	Ahimelech	N:N-M-P	A man living at the time of United Monarchy, first mentioned at 2Sa.8.17; son of: Abiathar (<a href='/Strongs/strongs-h54' onclick='return ABMM("/Strongs","/strongs-h54");'>h54</a>); brother of: Jonathan (<a href='/Strongs/strongs-h3083I' onclick='return ABMM("/Strongs","/strongs-h3083I");'>h3083I</a>) Another spelling of <i>a.chi.me.lekh</i> (אֲחִימֶ֫לֶךְ "Ahimelech" <a href='/Strongs/strongs-h288I' onclick='return ABMM("/Strongs","/strongs-h288I");'>h288I</a>) § Abimelech = "Melek is father" or "my father is king" 1) king of Gerar in Abraham's time 2) king of Gath in David's time; maybe title of Philistine kings 3) son of Gideon by a concubine 4) priest, son of Abiathar
41G		אֲבִינָדָב	a.vi.na.dav	Abinadab	N:N-M-P	A man living at the time of United Monarchy, first mentioned at 1Sa.7.1; father of: Eleazar (<a href='/Strongs/strongs-h499H' onclick='return ABMM("/Strongs","/strongs-h499H");'>h499H</a>), Uzzah (<a href='/Strongs/strongs-h5798A' onclick='return ABMM("/Strongs","/strongs-h5798A");'>h5798A</a>), Ahio (<a href='/Strongs/strongs-h283' onclick='return ABMM("/Strongs","/strongs-h283");'>h283</a>) § Abinadab = "my father is noble" or "my father is willing" 1) a man of Gibeah who sheltered the ark 2) second son of Jesse, David's older brother 3) a son of Saul, slain with him by the Philistines
41H		אֲבִינָדָב	a.vi.na.dav	Abinadab	N:N-M-P	A man of the tribe of Benjamin living at the time of United Monarchy, first mentioned at 1Sa.14.49; son of: Saul (<a href='/Strongs/strongs-h7586G' onclick='return ABMM("/Strongs","/strongs-h7586G");'>h7586G</a>) and Ahinoam (<a href='/Strongs/strongs-h293' onclick='return ABMM("/Strongs","/strongs-h293");'>h293</a>); brother of: Jonathan (<a href='/Strongs/strongs-h3083H' onclick='return ABMM("/Strongs","/strongs-h3083H");'>h3083H</a>), Malchi-shua (<a href='/Strongs/strongs-h4444' onclick='return ABMM("/Strongs","/strongs-h4444");'>h4444</a>), Merab (<a href='/Strongs/strongs-h4764' onclick='return ABMM("/Strongs","/strongs-h4764");'>h4764</a>) and Michal (<a href='/Strongs/strongs-h4324' onclick='return ABMM("/Strongs","/strongs-h4324");'>h4324</a>); half-brother of: Ish-bosheth (<a href='/Strongs/strongs-h378' onclick='return ABMM("/Strongs","/strongs-h378");'>h378</a>), Armoni (<a href='/Strongs/strongs-h764' onclick='return ABMM("/Strongs","/strongs-h764");'>h764</a>) and Mephibosheth (<a href='/Strongs/strongs-h4648H' onclick='return ABMM("/Strongs","/strongs-h4648H");'>h4648H</a>); also called Ishvi (KJV: Ishui) at 1Sa.14.49; Also named: <i>yish.vi</i> (יִשְׁוִי "Ishvi" <a href='/Strongs/strongs-h3440H' onclick='return ABMM("/Strongs","/strongs-h3440H");'>h3440H</a>) § Abinadab = "my father is noble" or "my father is willing" 1) a man of Gibeah who sheltered the ark 2) second son of Jesse, David's older brother 3) a son of Saul, slain with him by the Philistines
41I		אֲבִינָדָב	a.vi.na.dav	Abinadab	N:N-M-P	A man of the tribe of Judah living at the time of United Monarchy, first mentioned at 1Sa.16.8; son of: Jesse (<a href='/Strongs/strongs-h3448' onclick='return ABMM("/Strongs","/strongs-h3448");'>h3448</a>); brother of: David (<a href='/Strongs/strongs-h1732' onclick='return ABMM("/Strongs","/strongs-h1732");'>h1732</a>), Eliab (<a href='/Strongs/strongs-h446I' onclick='return ABMM("/Strongs","/strongs-h446I");'>h446I</a>), Shimeah (<a href='/Strongs/strongs-h8093' onclick='return ABMM("/Strongs","/strongs-h8093");'>h8093</a>), Nethanel (<a href='/Strongs/strongs-h5417H' onclick='return ABMM("/Strongs","/strongs-h5417H");'>h5417H</a>), Raddai (<a href='/Strongs/strongs-h7288' onclick='return ABMM("/Strongs","/strongs-h7288");'>h7288</a>), Ozem (<a href='/Strongs/strongs-h684' onclick='return ABMM("/Strongs","/strongs-h684");'>h684</a>), Zeruiah (<a href='/Strongs/strongs-h6870' onclick='return ABMM("/Strongs","/strongs-h6870");'>h6870</a>), Abigail (<a href='/Strongs/strongs-h26H' onclick='return ABMM("/Strongs","/strongs-h26H");'>h26H</a>) and Elihu (<a href='/Strongs/strongs-h453J' onclick='return ABMM("/Strongs","/strongs-h453J");'>h453J</a>) § Abinadab = "my father is noble" or "my father is willing" 1) a man of Gibeah who sheltered the ark 2) second son of Jesse, David's older brother 3) a son of Saul, slain with him by the Philistines
41J		אֲבִינָדָב	a.vi.na.dav	Abinadab	N:N-M-P	A man living at the time of United Monarchy, only mentioned at 1Ki.4.11; father of: Ben-abinadab (<a href='/Strongs/strongs-h1125' onclick='return ABMM("/Strongs","/strongs-h1125");'>h1125</a>) § Abinadab = "my father is noble" or "my father is willing" 1) a man of Gibeah who sheltered the ark 2) second son of Jesse, David's older brother 3) a son of Saul, slain with him by the Philistines
42		אֲבִינֹ֫עַם	a.vi.no.am	Abinoam	N:N-M-P	A man living before Israel's Monarchy, first mentioned at Jdg.4.6; father of: Barak (<a href='/Strongs/strongs-h1301' onclick='return ABMM("/Strongs","/strongs-h1301");'>h1301</a>) § Abinoam = "my father is delight" father of Barak, descendant of Naphtali
43		אֶבְיָסָף, אֲבִיאָסָף	ev.ya.saph	Ebiasaph	N:N-M-P	A man of the tribe of Levi living at the time of Egypt and Wilderness, first mentioned at Exo.6.24; son of: Korah (<a href='/Strongs/strongs-h7141I' onclick='return ABMM("/Strongs","/strongs-h7141I");'>h7141I</a>); brother of: Assir (<a href='/Strongs/strongs-h617' onclick='return ABMM("/Strongs","/strongs-h617");'>h617</a>) and Elkanah (<a href='/Strongs/strongs-h511' onclick='return ABMM("/Strongs","/strongs-h511");'>h511</a>); father of: Assir (<a href='/Strongs/strongs-h617H' onclick='return ABMM("/Strongs","/strongs-h617H");'>h617H</a>) and Kore (<a href='/Strongs/strongs-h6981' onclick='return ABMM("/Strongs","/strongs-h6981");'>h6981</a>); also called Abiasaph at Exo.6.24; Asaph at 1Ch.26.1; § Ebiasaph = "my father has gathered" a son or descendant of Korah
44G		אֲבִיעֶ֫זֶר	a.vi.e.zer	Abiezer	N:N-M-P	A man living at the time of United Monarchy, first mentioned at 2Sa.23.27 § Abiezer = "my father is help" 1) a Manassite, called "son" of Gilead, also son of Gilead's sister 2) a Benjamite, warrior of David
44H		אֲבִיעֶ֫זֶר	a.vi.e.zer	Abiezer	N:N-M-P	A man of the tribe of Manasseh living at the time of Divided Monarchy, only mentioned at 1Ch.7.18 and Hammolecheth (<a href='/Strongs/strongs-h4447' onclick='return ABMM("/Strongs","/strongs-h4447");'>h4447</a>); brother of: Ishhod (<a href='/Strongs/strongs-h379' onclick='return ABMM("/Strongs","/strongs-h379");'>h379</a>) and Mahlah (<a href='/Strongs/strongs-h4244H' onclick='return ABMM("/Strongs","/strongs-h4244H");'>h4244H</a>) § Abiezer = "my father is help" 1) a Manassite, called "son" of Gilead, also son of Gilead's sister 2) a Benjamite, warrior of David
44I		אֲבִיעֶ֫זֶר	a.vi.e.zer	Abiezer	N:N-M-P	A man of the tribe of Manasseh living at the time of Egypt and Wilderness, first mentioned at Num.26.30; son of: Gilead (<a href='/Strongs/strongs-h1568H' onclick='return ABMM("/Strongs","/strongs-h1568H");'>h1568H</a>); brother of: Helek (<a href='/Strongs/strongs-h2507' onclick='return ABMM("/Strongs","/strongs-h2507");'>h2507</a>), Asriel (<a href='/Strongs/strongs-h844' onclick='return ABMM("/Strongs","/strongs-h844");'>h844</a>), Shechem (<a href='/Strongs/strongs-h7928' onclick='return ABMM("/Strongs","/strongs-h7928");'>h7928</a>), Shemida (<a href='/Strongs/strongs-h8061' onclick='return ABMM("/Strongs","/strongs-h8061");'>h8061</a>) and Hepher (<a href='/Strongs/strongs-h2660A' onclick='return ABMM("/Strongs","/strongs-h2660A");'>h2660A</a>); also called Iezer (KJV: Jeezer) at Num.26.30; § Abiezer = "my father is help" 1) a Manassite, called "son" of Gilead, also son of Gilead's sister 2) a Benjamite, warrior of David
45		אֲבִי־עַלְבוֹן	a.vi-al.von	Abi-albon	N:N-M-P	A man living at the time of United Monarchy, first mentioned at 2Sa.23.31 Also named: <i>a.vi.el</i> (אֲבִיאֵל "Abiel" <a href='/Strongs/strongs-h22H' onclick='return ABMM("/Strongs","/strongs-h22H");'>h22H</a>) § Abialbon = "El (God) is my father" one of David's mighty men (hero)
46		אָבִיר	a.vir	mighty	H:A-M	1) strong, mighty-used only to describe God 2) the Strong-old name for God (poetic)
47G		אַבִּיר	ab.bir	mighty: ox	H:A-M	 mighty, valiant 1a) of men 1b) of angels 1c) of animals 1d) (metaph) 1d1) of enemies 1d2) of princes 1d3) of sacrificial objects 1e) obstinate (fig.)
47H	a Meaning of <a href='/Strongs/strongs-h47G' onclick='return ABMM("/Strongs","/strongs-h47G");'>h47G</a>	אַבִּיר	ab.bir	mighty: stallion	H:A-M	 mighty, valiant 1a) of men 1b) of angels 1c) of animals 1d) (metaph) 1d1) of enemies 1d2) of princes 1d3) of sacrificial objects 1e) obstinate (fig.)
47I	a Meaning of <a href='/Strongs/strongs-h47G' onclick='return ABMM("/Strongs","/strongs-h47G");'>h47G</a>	אַבִּיר	ab.bir	mighty: strong	H:A-M	 mighty, valiant 1a) of men 1b) of angels 1c) of animals 1d) (metaph) 1d1) of enemies 1d2) of princes 1d3) of sacrificial objects 1e) obstinate (fig.)
47J	a Meaning of <a href='/Strongs/strongs-h47G' onclick='return ABMM("/Strongs","/strongs-h47G");'>h47G</a>	אַבִּיר	ab.bir	mighty: angel	H:A-M	 mighty, valiant 1a) of men 1b) of angels 1c) of animals 1d) (metaph) 1d1) of enemies 1d2) of princes 1d3) of sacrificial objects 1e) obstinate (fig.)
48G		אֲבִירָם	a.vi.ram	Abiram	N:N-M-P	A man of the tribe of Reuben living at the time of Egypt and Wilderness, first mentioned at Num.16.1; son of: Eliab (<a href='/Strongs/strongs-h446H' onclick='return ABMM("/Strongs","/strongs-h446H");'>h446H</a>); brother of: Dathan (<a href='/Strongs/strongs-h1885' onclick='return ABMM("/Strongs","/strongs-h1885");'>h1885</a>) and Nemuel (<a href='/Strongs/strongs-h5241' onclick='return ABMM("/Strongs","/strongs-h5241");'>h5241</a>) § Abiram = "my father is exalted" or "(the) Exalted One is (my) father" 1) a Reubenite, son of Eliab in exodus 2) son of Hiel the Bethelite who worked to rebuild Jericho
48H		אֲבִירָם	a.vi.ram	Abiram	N:N-M-P	A man living at the time of Divided Monarchy, only mentioned at 1Ki.16.34; son of: Hiel (<a href='/Strongs/strongs-h2419' onclick='return ABMM("/Strongs","/strongs-h2419");'>h2419</a>); brother of: Segub (<a href='/Strongs/strongs-h7687' onclick='return ABMM("/Strongs","/strongs-h7687");'>h7687</a>) § Abiram = "my father is exalted" or "(the) Exalted One is (my) father" 1) a Reubenite, son of Eliab in exodus 2) son of Hiel the Bethelite who worked to rebuild Jericho
